eid,source,target,dir,capacity,speed_mph,cost_time,btw
24272,6490,6491,1,5400,40,0.025400752916,307916.0
25088,6490,835,1,950,20,0.0740898914981,1999.0
9924,6490,5126,1,5400,40,0.167012496819,320763.0
9926,6491,6490,1,5400,40,0.025400752916,320144.0
25072,6491,835,1,950,20,0.08021446313939999,18384.0
24274,6491,5607,1,5400,40,0.0137361752008,327013.0
25336,6492,8106,1,950,20,0.796317982061,6458.0
11987,6492,6468,1,950,20,1.0313840016,51389.0
16471,6492,10434,1,950,20,0.47934579825400003,41972.0
13354,6493,1529,1,5400,40,0.152193641651,945791.0
7122,6494,5112,1,5400,40,0.0300159640889,382835.0
12528,6494,5128,1,950,20,0.06330202471730001,28790.0
22934,6494,5119,1,5400,40,0.0280371498704,397645.0
16367,6495,10804,1,5400,40,0.0673143746352,710630.0
21806,6496,1720,1,950,20,0.0551753160501,22899.0
16904,6496,6497,1,950,20,0.0174241312532,10607.0
