eid source target dir capacity speed_mph cost_time
22378 2165 5913 1 5400 40 0.0197738467871
22984 2166 2145 1 950 20 0.665711625887
6617 2166 2163 1 950 20 0.0582991760853
15199 2167 8859 1 1900 30 0.0127133096091
26980 2167 2908 1 1900 30 0.830606020345
26940 2167 8823 1 950 20 0.971864107275
18262 2168 2379 1 5400 40 0.745965737477
27138 2168 2046 1 5400 40 1.46724010619
11612 2169 7650 1 1900 30 0.184402936959
9019 2170 9896 1 5400 40 0.0748440864959
8905 2170 2171 1 5400 40 0.0823541702039
8906 2171 2173 1 5400 40 0.123019729084
11396 2172 1552 1 5400 40 0.0423695909359
7951 2172 1551 1 5400 40 0.0316357351837
8914 2173 5072 1 5400 40 0.0419832587878
23726 2173 2668 1 5400 40 1.0776261362
2716 2174 9944 1 1900 30 0.402951729075
21142 2174 1319 1 1900 30 0.121743058228
8966 2175 4338 1 950 20 0.200247736161
10186 2176 2807 1 1900 30 0.0171540527265
10206 2177 2203 1 5400 40 0.0585775498493
19988 2178 10569 1 5400 40 0.152519956644
1369 2178 5586 1 5400 40 2.21206754356
12541 2179 654 1 6900 60 0.100997604926
9974 2180 2176 1 1900 30 0.046141555202
9497 2180 2183 1 5400 40 0.02946047677
10106 2181 2187 1 1900 30 0.0394339353375
10107 2181 2183 1 1900 30 0.0279374338719
4023 2182 9451 1 1900 20 0.0174815725949
17774 2182 7907 1 1900 30 0.204904217723
10108 2183 2184 1 1900 30 0.0150219389807
10185 2183 2176 1 1900 30 0.0335137186116
9498 2183 2187 1 5400 40 0.0269959605101
17303 2184 2141 1 5400 40 0.109991021741
4425 2185 5658 1 5400 40 0.238365065275
17070 2186 2221 1 8100 40 0.0475309450724
9499 2187 2810 1 5400 40 0.227289415241
17302 2188 2184 1 5400 40 0.0560731810252
10184 2188 2183 1 1900 30 0.0683985443712
10735 2190 2191 1 5400 40 0.0130088595865
10736 2191 2196 1 5400 40 0.0387559152258
14107 2191 9781 1 950 20 0.127586883821
5735 2192 9132 1 950 20 0.106291083029
22056 2192 2550 1 950 20 3.41121864591
21950 2193 4745 1 950 20 0.0701078230662
5387 2193 6434 1 950 20 0.0530480536834
11329 2194 5658 1 1900 30 0.275000678481
16803 2195 8604 1 5400 40 0.0822153841881
10737 2196 1111 1 5400 40 0.00765333387674
1497 2197 9908 1 5400 40 0.0258936038397
1494 2197 2423 1 5400 40 0.0209737216744
13404 2198 2201 1 5400 40 0.0419701239549
1499 2198 9893 1 5400 40 0.0446977387564
16768 2199 2177 1 5400 40 0.0278715403014
24316 2199 5926 1 5400 40 2.29039524541
28544 2200 3931 1 5400 40 0.0282909880625
13340 2200 2197 1 5400 40 0.0629929329382
13405 2201 2202 1 5400 40 0.0104633118354
13411 2202 2200 1 5400 40 0.0210756391341
13656 2202 3931 1 5400 40 0.0302230482535
10207 2203 2208 1 5400 40 0.00837017295103
16777 2203 2237 1 5400 40 0.0278871901447
11330 2204 6024 1 1900 30 0.481057808487
10733 2205 361 1 5400 40 0.0250994752884
7450 2206 9747 1 5400 40 0.0682986715091
18883 2207 7853 1 5400 40 0.966265553825
23572 2207 8831 1 5400 40 1.18694323095
10203 2208 2393 1 5400 40 0.0167881642504
557 2210 9369 1 950 20 0.0288682597268
19434 2210 8756 1 950 20 1.02176919267
12132 2211 2204 1 1900 30 0.255975135439
7449 2211 2206 1 5400 40 0.319031643774
10739 2213 2205 1 5400 40 0.0256761362517
10147 2214 2216 1 6900 60 0.245050758908
18864 2215 2002 1 8100 40 0.291257387972
18865 2215 10215 1 8100 40 0.504691398905
10435 2216 2217 1 6900 60 0.0523024791571
10434 2217 2218 1 6900 60 0.27418291657
215 2218 2220 1 6900 60 0.322009213542
1975 2219 10826 1 8100 40 0.11207742374
14507 2219 2311 1 5400 40 1.66873117952
216 2220 13 1 6900 60 0.906567477976
17071 2221 2156 1 8100 40 0.0940733966428
23524 2222 2603 1 1900 30 0.093991164617
17183 2222 6683 1 1900 30 0.107607262297
26416 2222 172 1 1900 30 1.27775696714
9979 2223 12 1 6900 60 0.0747963652614
1633 2224 2225 1 6900 60 0.00316302754165
1634 2225 5847 1 6900 60 0.251144779751
5635 2225 4207 1 8100 40 0.890444776021
28146 2226 4481 1 950 20 0.0114398116429
28084 2226 3989 1 950 20 0.670636545566
17334 2226 4510 1 950 20 0.757193561527
4915 2227 2658 1 5400 40 0.109025331598
2962 2227 2396 1 1900 30 0.296987801322
6702 2228 5077 1 5400 40 0.12402901869
26488 2228 1525 1 5400 40 0.0110416896416
1620 2229 2232 1 6900 60 1.06653022715
20906 2230 2243 1 950 20 0.274382969137
18459 2230 9883 1 950 20 0.0322233497629
28768 2230 1270 1 950 20 0.13463464626
5631 2231 5974 1 8100 40 0.0228437941788
1617 2232 6280 1 6900 60 0.118973297692
1613 2233 2242 1 6900 60 1.35839026265
6079 2234 5539 1 5400 40 0.0205594345221
891 2234 4847 1 5400 40 0.0362367480916
10205 2235 2177 1 5400 40 0.0251232451368
16773 2235 2199 1 5400 40 0.0270332723918
12635 2236 175 1 5400 40 0.0997986706639
16763 2237 10744 1 5400 40 0.974813441858
16774 2237 2393 1 5400 40 0.0315419641847
886 2238 900 1 5400 40 0.0217483017839
8890 2239 4433 1 1900 30 0.258576435934
15350 2240 8796 1 5400 40 0.0263027717147
28044 2240 9748 1 5400 40 0.0550461688072
27044 2240 5271 1 950 20 0.0644179376347
3142 2241 2343 1 8100 40 1.08500481404
1614 2242 4063 1 6900 60 0.674611505248
9907 2242 231 1 8100 40 0.943695809203
17578 2243 1259 1 950 20 0.628492290513
3613 2243 2230 1 950 20 0.274382969137
28286 2243 1270 1 950 20 0.233729745952
8767 2244 9762 1 8100 40 0.459855312023
16248 2244 2245 1 6900 60 0.371191844093
10436 2245 2246 1 6900 60 0.0534290408058
10437 2246 2215 1 6900 60 0.237362416344
16246 2248 2478 1 6900 60 0.723939451233
16245 2249 2248 1 6900 60 0.108755273656
375 2250 2286 1 950 20 0.179217533114
6504 2250 5278 1 950 20 0.857664439931
16244 2251 2249 1 6900 60 0.257637930325
1623 2252 6287 1 6900 60 0.182416003009
9964 2252 4207 1 8100 40 0.71852305725
17125 2253 1733 1 950 20 0.593962050234
28016 2253 1751 1 950 20 0.824455592916
23948 2254 2698 1 5400 40 2.64171234355
9297 2254 5267 1 5400 40 0.096768014075
1621 2256 6282 1 6900 60 0.0322930193913
5331 2257 2134 1 5400 40 0.019174788486
1616 2258 2256 1 6900 60 1.0745149076
1610 2259 6274 1 6900 60 0.040916986067
12129 2260 2266 1 1900 30 0.472325789284
13877 2260 5263 1 5400 40 0.0673032544399
19135 2261 2289 1 8100 40 0.763156520393
19118 2261 2267 1 8100 40 0.691643080634
10506 2262 6865 1 6900 60 0.0186926394944
10338 2263 8901 1 6900 60 0.0251234664246
9416 2264 2147 1 1900 30 0.0334639047974
4289 2264 1454 1 1900 30 0.276904412752
1606 2265 2259 1 6900 60 1.46380690028
14644 2266 9740 1 5400 40 0.432892319199
8387 2267 1775 1 6900 60 0.0425300006825
29072 2268 6985 1 950 20 0.106474499764
12785 2268 2550 1 950 20 1.58234999579
1957 2269 2275 1 1900 30 0.0152462445427
18380 2269 2276 1 1900 30 0.0472413992486
1728 2270 4749 1 5400 40 0.10374081274
14113 2270 567 1 1900 30 0.171515807134
22436 2272 2291 1 5400 40 0.0187005121781
6276 2272 2677 1 5400 40 0.00383926638948
6465 2272 7399 1 5400 40 0.0325195806884
1955 2273 2598 1 1900 30 0.0305576379829
188 2274 8577 1 6900 60 0.234029021992
12654 2274 1867 1 6900 60 0.252831834723
1952 2275 2283 1 1900 30 0.0152915502279
18414 2276 2283 1 1900 30 0.0387911027335
1947 2276 2285 1 1900 30 0.0254648816334
1108 2277 740 1 5400 40 0.0332039092798
24674 2279 6725 1 950 20 0.158929755454
10730 2279 5111 1 950 20 0.0545180538321
8916 2280 5621 1 5400 40 1.33158025632
28496 2280 319 1 5400 40 0.110825563353
1954 2281 2273 1 1900 30 0.0229286087306
979 2281 3203 1 1900 30 0.311715499668
14036 2282 952 1 950 20 0.508454357822
20314 2282 5163 1 950 20 0.556795192054
1953 2283 2281 1 1900 30 0.00764777789039
8287 2284 1510 1 950 20 0.0541231143959
7561 2285 2915 1 1900 30 1.02781852684
20124 2285 2276 1 1900 30 0.0254648816334
19332 2286 2250 1 950 20 0.179217533114
13120 2286 5196 1 950 20 0.536654646277
14193 2287 2546 1 1900 30 0.669449029807
23526 2287 2294 1 1900 30 0.136023349158
925 2288 8257 1 950 20 0.498215628344
17996 2288 5857 1 5400 40 0.62101864814
28492 2288 2553 1 5400 40 0.446760363308
8390 2289 2528 1 6900 60 0.280880888881
6272 2290 2305 1 5400 40 0.010001369505
22432 2290 2677 1 5400 40 0.0196684172106
6469 2290 7309 1 1900 30 0.043138882654
6278 2291 2272 1 5400 40 0.0187005121781
22438 2291 2313 1 5400 40 0.0198815171192
28620 2292 6900 1 5400 40 0.37485649404
18212 2292 2293 1 5400 40 0.0290818437736
18210 2293 1040 1 5400 40 0.376407837859
28618 2293 2292 1 5400 40 0.0290818437736
15067 2293 5527 1 950 20 1.03391294568
22874 2294 2295 1 1900 30 0.0747169904642
8409 2294 2287 1 1900 30 0.136023349158
23478 2295 2300 1 1900 30 0.0973172179299
7015 2295 2294 1 1900 30 0.0747169904642
16604 2296 3889 1 6900 60 0.19446190565
18003 2297 5721 1 5400 40 0.0235440333762
8301 2298 2299 1 950 20 0.0250506321336
23496 2298 2300 1 950 20 0.432537945827
23468 2299 2298 1 950 20 0.0250506321336
27328 2299 8245 1 950 20 0.314458223546
8371 2299 3767 1 950 20 4.06911958055
8343 2300 2298 1 950 20 0.432537945827
22872 2300 2499 1 1900 30 0.97837232884
8311 2300 2295 1 1900 30 0.0973172179299
1295 2301 1189 1 5400 40 0.499309015331
19764 2301 8877 1 5400 40 0.0288434784002
1301 2302 10898 1 5400 40 0.0319423339561
11793 2302 4675 1 1900 30 0.0289606625912
19770 2302 10893 1 5400 40 0.0294398739848
19604 2303 7897 1 5400 40 0.160879081266
910 2303 10243 1 5400 40 0.0918971575296
6270 2305 7288 1 5400 40 0.00471721979312
22430 2305 2290 1 5400 40 0.010001369505
2120 2307 4382 1 950 20 0.457268651786
11461 2308 2321 1 6900 60 0.0148715833935
28076 2309 2314 1 950 20 0.0671630488438
17213 2309 7237 1 950 20 0.0589416154875
9290 2310 2312 1 5400 40 0.0411395900551
26592 2311 2219 1 5400 40 1.66873117952
14524 2311 2319 1 5400 40 0.0509793979157
8854 2312 5267 1 1900 30 0.0467388481424
9291 2312 4295 1 5400 40 0.0262001154452
22440 2313 7288 1 5400 40 0.00833334374525
6280 2313 2291 1 5400 40 0.0198815171192
6463 2313 2340 1 5400 40 0.0249079939836
28078 2314 2345 1 950 20 0.0531949432604
17207 2314 2309 1 950 20 0.0671630488438
7763 2314 7702 1 950 20 0.186168481934
19360 2315 1872 1 950 20 0.0464583420023
408 2315 354 1 950 20 0.0471681330315
22830 2317 2875 1 950 20 0.475763563911
17502 2317 2964 1 950 20 0.0453363979054
8099 2318 2961 1 6900 60 0.0125662926157
227 2319 3259 1 1900 30 0.597635531681
244 2319 3302 1 5400 40 0.313143461549
26598 2319 2311 1 5400 40 0.0509793979157
4935 2320 3681 1 5400 40 0.135902792956
12880 2320 6597 1 5400 40 0.451403761561
8101 2321 6789 1 6900 60 0.224781043493
21670 2322 6221 1 5400 40 0.0237081476094
4969 2322 3695 1 5400 40 0.118080676081
2107 2323 2326 1 5400 40 0.192520146792
20182 2323 9605 1 5400 40 0.0662512791845
17551 2323 8702 1 950 20 0.153919184549
15334 2324 3713 1 1900 30 0.244869858934
23350 2324 4446 1 1900 30 0.0539123342678
20180 2326 2323 1 5400 40 0.192520146792
24140 2326 4069 1 5400 40 1.38218320346
8365 2327 6593 1 5400 40 0.550535961834
24026 2327 3403 1 950 20 0.29848630805
28270 2328 9320 1 1900 30 0.0411598601188
27474 2328 9361 1 950 20 1.27024582485
17545 2328 7494 1 1900 30 0.0256740348999
1602 2330 248 1 6900 60 0.475647511157
1604 2331 6262 1 6900 60 0.0450524388975
8078 2332 2560 1 6900 60 0.0130720072875
5663 2333 7188 1 950 20 0.0789745144774
1593 2334 210 1 6900 60 0.251904457511
7281 2334 7933 1 8100 40 0.90942399729
17204 2335 7704 1 950 20 0.134748749646
17205 2335 2345 1 950 20 0.0314554886761
1942 2336 5388 1 1900 30 0.0707995912198
20122 2336 174 1 1900 30 1.02686504597
24428 2336 5447 1 1900 30 0.0492921253148
16209 2337 7739 1 950 20 0.021546776527
27530 2337 7743 1 950 20 0.0468898334205
21030 2338 3697 1 5400 40 0.633523217043
14716 2339 7075 1 1900 30 0.991829941987
7350 2339 5109 1 1900 30 0.366759103864
15736 2340 2305 1 5400 40 0.0261155405181
22442 2340 7398 1 5400 40 0.484610048936
18993 2341 3019 1 5400 40 0.0175950083793
26802 2341 10740 1 5400 40 0.0855843961748
7961 2342 1425 1 950 20 0.0541033684773
9251 2342 3364 1 950 20 0.399615384247
5465 2343 1538 1 6900 60 0.469800465554
10051 2344 2349 1 1900 30 0.00979992402536
17209 2345 2314 1 950 20 0.0531949432604
28080 2345 7237 1 950 20 0.111391890008
10055 2346 2344 1 1900 30 0.113528757604
1189 2347 3765 1 6900 60 0.0422229237332
1592 2348 2334 1 6900 60 2.9665374099
10052 2349 4186 1 1900 30 0.0376373914595
9945 2349 2364 1 1900 30 0.0540207528649
26482 2350 5217 1 950 20 0.258216547776
21986 2350 5255 1 1900 30 0.195946510497
8999 2351 9896 1 5400 40 0.0552407091135
9300 2351 2353 1 5400 40 0.0891318837802
11313 2352 3097 1 5400 40 0.0875945034076
27268 2352 7749 1 5400 40 0.394858398751
23734 2353 9896 1 5400 40 0.0605017935395
8908 2353 3119 1 5400 40 0.0914246718288
4449 2354 5217 1 950 20 8.10156072703
8088 2355 3763 1 6900 60 0.16636152072
1186 2356 3764 1 6900 60 1.29608119721
10216 2357 5168 1 1900 30 0.433089476096
10363 2357 4401 1 1900 30 0.0228775981217
25082 2358 864 1 950 20 2.69253615229
8074 2359 3169 1 6900 60 0.111949243908
21566 2360 4241 1 1900 30 0.0407315582885
4802 2360 4249 1 1900 30 0.204561960279
14772 2361 7873 1 5400 40 0.0282243472848
2964 2361 3822 1 5400 40 0.0503165847743
1181 2362 3165 1 6900 60 0.116196917364
6299 2363 4802 1 950 20 0.426378361954
10035 2364 4186 1 1900 30 0.0491061097731
24342 2364 3491 1 1900 30 0.295104782941
10079 2365 3001 1 950 20 0.675039291533
23806 2365 3906 1 950 20 0.226429039161
8995 2365 4995 1 950 20 0.257859264908
4243 2366 4199 1 1900 30 0.0136938156837
21968 2367 7595 1 950 20 1.4581986374
6297 2367 4781 1 950 20 0.0367106818826
15731 2368 7193 1 6900 60 0.247597499082
14771 2369 2361 1 5400 40 0.0213658870984
10361 2370 4094 1 1900 30 0.0274978980924
10355 2370 3991 1 1900 30 0.507639365266
3135 2371 2569 1 5400 40 0.118785303691
14774 2371 2446 1 5400 40 0.0426527543611
15166 2372 2374 1 5400 40 0.0329306517536
10054 2373 2346 1 1900 30 0.114012137015
10096 2373 2506 1 1900 30 0.300065991829
16797 2374 2376 1 5400 40 0.0244007523117
15167 2374 2380 1 5400 40 0.019746012493
1770 2375 7944 1 6900 60 0.0634104396703
16798 2376 2380 1 5400 40 0.0210433166676
18522 2376 9751 1 5400 40 0.797999900564
12379 2377 8441 1 5400 40 0.125424144268
15835 2377 7393 1 5400 40 0.121039879653
18833 2378 3490 1 6900 60 0.611731891148
17116 2378 10356 1 8100 40 0.581077211665
28644 2379 2168 1 5400 40 0.745965737477
18260 2379 5914 1 5400 40 0.119540628497
15164 2380 1297 1 5400 40 0.0329141093517
1767 2381 2382 1 6900 60 0.211018631307
1774 2382 2388 1 6900 60 1.62459377962
10062 2383 2386 1 1900 30 0.0104709363508
10060 2384 4589 1 1900 30 0.0110165483366
24092 2385 5592 1 5400 40 0.752346495833
12327 2385 6396 1 5400 40 0.179603379556
10056 2386 2389 1 1900 30 0.00559190117143
10291 2387 5705 1 6900 60 0.108951860538
1775 2388 1986 1 6900 60 0.613866117709
17082 2388 2221 1 8100 40 0.427297752312
8859 2389 1322 1 1900 30 0.0512370367156
10057 2389 2404 1 1900 30 0.0214347823428
20160 2390 9288 1 1900 30 0.0160960386252
11664 2390 2292 1 950 20 1.06291426547
2043 2390 5527 1 1900 30 0.0128335036285
357 2391 2392 1 5400 40 0.0163802905177
19316 2391 4147 1 5400 40 0.647852556387
16740 2391 7141 1 950 20 0.0515925363678
355 2392 2395 1 5400 40 0.356518744542
19314 2392 2391 1 5400 40 0.0163802905177
10204 2393 2235 1 5400 40 0.0251419302605
1065 2394 3090 1 5400 40 0.00658295267921
28178 2394 2554 1 950 20 0.535204419696
19312 2395 2392 1 5400 40 0.356518744542
13620 2395 306 1 5400 40 0.0387236600561
6614 2396 10758 1 5400 40 0.261790446671
10059 2397 2384 1 1900 30 0.0268181449123
9873 2397 3491 1 1900 30 0.038151083528
6149 2399 2017 1 5400 40 0.0379510735087
974 2399 1652 1 1900 30 0.0673055853984
15162 2400 95 1 8100 40 0.658085238949
17298 2400 87 1 6900 60 0.183993201802
17881 2401 7204 1 950 20 0.217189933628
26282 2401 358 1 950 20 0.197720518159
12205 2403 4270 1 950 20 3.36230218646
13048 2403 5902 1 950 20 14.510626428
25810 2403 7743 1 950 20 3.50297578579
10058 2404 2397 1 1900 30 0.0647586708115
16503 2405 2414 1 950 20 0.0341858232525
1063 2406 3095 1 5400 40 0.00766301123379
19159 2407 7628 1 1900 30 0.0369520224209
13199 2408 7756 1 1900 30 0.0117147156161
25898 2408 7748 1 1900 30 0.0232800988826
13935 2408 20 1 1900 30 0.764712264228
3050 2409 2369 1 5400 40 0.0709268076856
3128 2409 2802 1 5400 40 0.357279741522
17707 2410 7124 1 1900 30 0.626624174476
34 2410 2570 1 1900 30 0.0534425979424
19161 2410 2412 1 1900 30 0.0708621983122
110 2411 9627 1 6900 60 0.0661230641863
19157 2412 7587 1 1900 30 0.0326867432739
3009 2413 2409 1 5400 40 0.0607704076258
14770 2413 2369 1 5400 40 0.0322335271477
15840 2414 2465 1 950 20 0.039072338439
18062 2414 4140 1 950 20 0.0733753459766
10853 2415 5117 1 5400 40 0.0403998804908
19040 2416 2652 1 6900 60 0.0239026060892
20526 2417 1481 1 950 20 3.00477771855
2998 2417 2467 1 950 20 0.0630850292236
20780 2418 2424 1 950 20 0.0748218664132
17193 2418 2422 1 950 20 0.0782833552288
28066 2418 6063 1 950 20 1.02374142411
6365 2419 2420 1 6900 60 0.139596901774
6363 2420 9988 1 6900 60 1.33910961961
16330 2421 421 1 8100 40 0.0422731241045
20778 2422 2424 1 950 20 0.0605517655655
28064 2422 2418 1 950 20 0.0782833552288
17191 2422 803 1 950 20 0.164129405578
13403 2423 2198 1 5400 40 0.0105232130872
3413 2424 2418 1 950 20 0.0748218664132
20782 2424 2426 1 950 20 2.71374315842
3411 2424 2422 1 950 20 0.0605517655655
5929 2425 348 1 5400 40 0.0403288905664
5926 2425 2599 1 950 20 0.0909362552924
3415 2426 2424 1 950 20 2.71374315842
28502 2426 6292 1 950 20 0.037981589217
18011 2426 1494 1 950 20 0.0389766835226
2480 2427 2441 1 1900 30 0.0152787372613
7958 2428 6747 1 1900 30 0.165053066902
10190 2428 4278 1 1900 30 0.628193566935
5956 2429 4282 1 950 20 6.1378388542
25346 2429 2430 1 950 20 0.590529469284
19996 2430 2434 1 950 20 2.14732474091
12059 2430 2429 1 950 20 0.590529469284
15377 2432 842 1 6900 60 0.143219005464
10220 2433 2438 1 6900 60 0.406463252516
10706 2434 9826 1 950 20 2.45732571434
1512 2434 6204 1 950 20 0.94435218176
1759 2434 2430 1 950 20 2.14732474091
14782 2435 8773 1 6900 60 0.0952143399509
12050 2436 723 1 5400 40 0.749151570787
25342 2436 742 1 5400 40 0.022590250754
27444 2437 5010 1 950 20 0.289937775081
14619 2437 9108 1 950 20 0.24436928658
17139 2438 7088 1 6900 60 0.014498342102
12585 2439 6536 1 950 20 0.933017273307
25558 2439 6061 1 950 20 0.0205762136286
7148 2439 1655 1 950 20 0.746783477827
1638 2440 1012 1 5400 40 0.13656750512
3020 2441 2417 1 950 20 0.059018115231
2481 2441 2467 1 1900 30 0.0228517774156
23392 2442 9480 1 1900 30 2.75814027451
8188 2442 3879 1 1900 30 0.019034647104
12589 2443 6061 1 950 20 0.272665218713
6355 2444 2445 1 6900 60 0.137159385099
1540 2445 3607 1 6900 60 0.0581750322334
14775 2446 10774 1 5400 40 0.0106539527938
12026 2447 1760 1 8100 40 0.357794241398
1537 2447 2449 1 6900 60 0.350350663754
25958 2448 6392 1 950 20 0.0967767180628
25658 2448 3113 1 950 20 0.104586484831
12816 2448 6068 1 950 20 0.190892526834
1538 2449 8401 1 6900 60 1.85214695645
8671 2450 1832 1 5400 40 0.207567511539
1448 2450 2452 1 8100 40 0.284904868028
2407 2452 3190 1 8100 40 0.0628770235271
11410 2453 9441 1 5400 40 0.232115116223
18669 2453 2220 1 8100 40 0.640594248879
11782 2454 2218 1 8100 40 0.347885730945
963 2454 4285 1 5400 40 0.31393038774
24780 2455 8064 1 1900 30 0.462402869712
10558 2455 7741 1 1900 30 0.427679479008
3255 2456 2040 1 1900 30 0.372566110021
2479 2456 2427 1 1900 30 0.0230749057357
13164 2457 3922 1 950 20 0.0727989146275
28174 2457 5933 1 950 20 10.445413991
1172 2458 3760 1 8100 40 0.349921332025
8002 2458 3902 1 6900 60 0.251039371487
13165 2459 10333 1 6900 60 7.98918937249
2037 2460 5014 1 6900 60 0.15957952632
349 2461 7949 1 6900 60 0.0167075409438
2478 2462 2456 1 1900 30 0.00748638323478
14086 2463 7560 1 5400 40 0.114909663409
7267 2463 4820 1 5400 40 0.683449581263
7702 2464 4014 1 6900 60 1.21014385989
10014 2465 3778 1 950 20 0.0392823677888
11898 2465 4140 1 950 20 0.0538495575353
25250 2465 9010 1 950 20 0.0313768088605
7315 2466 6088 1 6900 60 0.260373776463
2482 2467 2504 1 1900 30 0.0228237140661
3061 2467 2572 1 1900 30 0.0417657338229
14091 2468 2761 1 1900 30 1.55030702436
26 2468 5671 1 950 20 3.03068831941
26378 2468 735 1 1900 30 0.0222366573155
8677 2469 9488 1 8100 40 0.460820370277
15754 2469 1772 1 6900 60 0.137878126646
5972 2470 6257 1 8100 40 0.645719908699
19068 2470 10354 1 6900 60 0.48055558723
11849 2471 2473 1 6900 60 0.0732706108601
9419 2472 6245 1 950 20 1.83560652944
11848 2473 3974 1 6900 60 0.0670876777635
22732 2474 9265 1 950 20 0.0693825670466
23964 2474 2690 1 950 20 0.0300060391711
11852 2475 45 1 6900 60 0.155967737906
15097 2476 295 1 6900 60 0.200694259766
2513 2477 2548 1 950 20 0.065482879557
8764 2478 2440 1 8100 40 0.518387626361
16247 2478 2244 1 6900 60 0.319592837449
2512 2479 2477 1 950 20 0.0380284452089
3073 2479 4991 1 950 20 0.142329515043
1467 2480 1827 1 8100 40 0.492456146977
1263 2480 4012 1 6900 60 0.188792236817
22860 2481 5587 1 5400 40 0.246122054229
4985 2481 3437 1 5400 40 0.229413437785
20474 2482 5628 1 1900 30 0.210583606472
8578 2482 2535 1 1900 30 0.843499914084
995 2483 2485 1 6900 60 0.244745532204
1453 2483 1831 1 8100 40 0.370122592681
8001 2484 2458 1 6900 60 1.45162888822
996 2485 2492 1 6900 60 0.952701785915
1143 2486 2524 1 6900 60 1.85368409152
25756 2487 9033 1 950 20 0.0319972011418
5327 2487 1027 1 950 20 0.349880557767
1142 2488 2484 1 6900 60 0.124551919087
532 2489 2490 1 6900 60 0.234563793882
5479 2490 4980 1 6900 60 0.0336572689485
11487 2491 3393 1 8100 40 0.762704004473
5774 2491 3300 1 6900 60 0.173851841063
16985 2492 6718 1 6900 60 0.109491535026
10072 2493 4113 1 1900 30 0.0756401315233
10102 2493 2346 1 1900 30 0.330529880407
2477 2494 2462 1 1900 30 0.0152668181341
8818 2495 2498 1 950 20 0.315196850454
24580 2495 9090 1 950 20 0.799943188757
13830 2496 9602 1 950 20 0.069418224659
4100 2496 8916 1 950 20 2.7936949371
13831 2497 2496 1 950 20 0.0686998574926
6969 2497 9602 1 950 20 0.00757694046762
17744 2498 10059 1 950 20 1.35691684605
23700 2498 2495 1 950 20 0.315196850454
7010 2499 2300 1 1900 30 0.97837232884
991 2500 5499 1 6900 60 0.113532133202
11599 2501 9095 1 6900 60 0.0540539684615
8373 2502 9338 1 950 20 1.43359623671
14967 2502 6238 1 950 20 0.241859761968
2961 2503 2547 1 1900 30 0.041383616173
2484 2503 2494 1 1900 30 0.00761193094648
2483 2504 2503 1 1900 30 0.00769479642363
2511 2505 2479 1 950 20 0.0184721951349
10097 2506 3384 1 1900 30 0.0303543544496
10023 2506 2522 1 1900 30 0.0523050538739
2427 2507 2508 1 6900 60 0.441713404046
18040 2508 10492 1 6900 60 0.284997710027
18559 2508 4452 1 8100 40 0.710204773486
12287 2509 339 1 1900 30 0.102869914464
26806 2510 5898 1 950 20 0.855716501037
17973 2510 5901 1 950 20 0.762595900162
13399 2511 7337 1 5400 40 1.8366530915
26026 2511 1140 1 5400 40 0.251244550549
14534 2511 2153 1 950 20 3.54529084588
10123 2512 2522 1 1900 30 0.0421562334789
10070 2512 4196 1 1900 30 0.0282142226692
17338 2513 2514 1 1900 30 0.00500581562528
17339 2514 5906 1 1900 30 0.0260671765604
672 2514 9301 1 1900 30 0.0562005496696
12163 2515 2516 1 950 20 0.0222994955199
17278 2516 10659 1 950 20 0.0911079423797
12164 2516 6254 1 950 20 0.0610922339441
12348 2517 6997 1 5400 40 0.00894820855311
17281 2518 6305 1 950 20 0.100088397369
12168 2518 4355 1 950 20 0.0633468191013
20750 2519 10296 1 950 20 0.440873578767
4666 2519 149 1 950 20 0.0495307732434
13226 2520 1026 1 1900 30 0.0774562507861
17471 2521 2536 1 1900 30 0.00244385232141
10124 2522 2529 1 1900 30 0.0418348112656
10859 2523 1923 1 1900 30 0.0295663535956
17466 2523 2525 1 1900 30 0.0133187795931
12087 2524 3731 1 8100 40 0.432608277045
17467 2525 720 1 1900 30 0.00885896751491
5893 2526 2488 1 6900 60 1.92354782418
7221 2527 5224 1 1900 30 0.029684944853
20202 2527 8897 1 1900 30 0.0188382279773
15866 2527 8892 1 1900 30 0.0596373408114
8391 2528 4308 1 6900 60 0.151249271778
6947 2528 2950 1 8100 40 0.260655560909
14980 2528 2534 1 8100 40 0.394804873478
9892 2529 4196 1 1900 30 0.0967214815684
9695 2529 2974 1 1900 30 1.10385868988
22030 2530 5569 1 5400 40 0.0124250676831
5672 2530 10106 1 5400 40 1.69951366757
6491 2531 2834 1 5400 40 0.00905519439685
27300 2531 2573 1 5400 40 0.384853216441
17469 2532 2691 1 1900 30 0.00557164852744
8580 2533 9506 1 1900 30 0.724301205525
20810 2533 2535 1 1900 30 0.27815283804
8689 2534 2884 1 6900 60 0.294013705188
23622 2535 2482 1 1900 30 0.843499914084
3446 2535 2533 1 1900 30 0.27815283804
17472 2536 2537 1 1900 30 0.0127855223993
10857 2536 2542 1 1900 30 0.0197810235411
17473 2537 4198 1 1900 30 0.006244347595
10858 2542 73 1 1900 30 0.0127741922847
22104 2543 9826 1 950 20 0.883822251462
23946 2545 7484 1 950 20 0.962851706287
27322 2545 7759 1 950 20 0.377630637683
8341 2546 2603 1 1900 30 0.515204554289
26420 2546 2287 1 1900 30 0.669449029807
2835 2547 3459 1 1900 30 2.14534874126
2990 2547 2462 1 1900 30 0.0392430509802
2510 2548 2505 1 950 20 0.0279877182663
17853 2548 2735 1 950 20 0.192052231711
25926 2549 1104 1 5400 40 0.0082648883199
