eid source target dir capacity speed_mph cost_time
4460 2549 7309 1 1900 30 1.43499471681
13244 2549 6639 1 5400 40 0.0471319235339
5648 2550 2192 1 950 20 3.41121864591
25644 2550 2268 1 950 20 1.58234999579
12783 2550 4317 1 950 20 1.51700435464
14981 2551 1867 1 8100 40 0.352773263719
1045 2551 8581 1 6900 60 0.253653281547
14429 2552 3345 1 5400 40 0.382292551087
28258 2552 4284 1 5400 40 0.0387475263077
17998 2553 2288 1 5400 40 0.446760363308
25640 2553 4317 1 950 20 0.807044581006
28494 2553 317 1 5400 40 0.593020712639
17392 2554 2394 1 950 20 0.535204419696
8790 2554 2555 1 950 20 0.256470522332
11919 2555 4331 1 950 20 0.0413809041898
16701 2556 2577 1 950 20 0.478153161715
7458 2556 908 1 950 20 0.051981020013
18177 2557 2459 1 6900 60 1.48367399097
13905 2558 6561 1 6900 60 0.044642828873
166 2559 1910 1 6900 60 0.234838667251
1044 2559 2551 1 6900 60 0.256889349423
8095 2560 2308 1 6900 60 0.0643548280492
4237 2562 2009 1 1900 30 0.0508148253354
14350 2562 2022 1 1900 30 0.0595493120738
6234 2563 3779 1 1900 30 0.0773361057939
6195 2563 2022 1 5400 40 0.056121630409
11972 2564 6467 1 1900 30 0.0149685359874
27016 2564 9557 1 950 20 0.563583551162
25304 2564 6447 1 1900 30 0.0360807792331
17317 2565 3506 1 6900 60 0.538227662222
18970 2565 331 1 8100 40 0.390483649913
13252 2566 1114 1 950 20 0.0821998933733
25934 2566 1131 1 950 20 0.0246483031127
6618 2566 9652 1 950 20 0.32494454183
8089 2567 6794 1 6900 60 0.168737315697
6168 2568 3110 1 5400 40 0.168514435653
14357 2568 1358 1 1900 30 0.0170898278541
3136 2569 2446 1 5400 40 0.116240170618
2796 2569 3159 1 5400 40 0.471076271364
11941 2570 2571 1 1900 30 0.0437764471417
1 2570 2605 1 1900 30 0.0542316437585
11942 2571 2412 1 1900 30 0.0337533285322
3069 2572 2504 1 1900 30 0.0357993159236
3319 2572 4015 1 1900 30 1.39264907038
5817 2573 5569 1 5400 40 0.282461820891
15848 2573 2531 1 5400 40 0.384853216441
24352 2573 1017 1 5400 40 0.900911726984
24132 2574 10145 1 950 20 2.20702268497
16376 2574 2579 1 950 20 0.0403433296915
16407 2575 2576 1 5400 40 0.0130589149366
16408 2576 2579 1 5400 40 0.0129929419638
16377 2576 2574 1 950 20 0.0420219305437
27820 2577 2556 1 950 20 0.478153161715
5942 2577 8917 1 950 20 0.616293160007
16409 2579 2581 1 5400 40 0.0129846148943
16405 2580 4411 1 5400 40 0.012984749315
16418 2581 2113 1 5400 40 0.0208432659094
16410 2581 2582 1 5400 40 0.00650232702856
16402 2582 2584 1 5400 40 0.00651199062259
16422 2583 2586 1 1900 20 0.0435193843612
16404 2583 2580 1 5400 40 0.0130172640314
16403 2584 2583 1 5400 40 0.0130360160532
4719 2585 1747 1 5400 40 4.3682830944
4751 2585 6836 1 5400 40 0.852793720043
1097 2586 2580 1 1900 20 0.0436083999764
16450 2586 10084 1 1900 30 2.64946958006
9010 2587 3826 1 1900 30 0.0350864752042
23878 2587 7123 1 1900 30 0.0389528815967
23818 2587 2647 1 1900 30 0.0275095030563
16440 2588 2113 1 5400 40 0.241989441482
16412 2588 4439 1 5400 40 0.0255174858626
16414 2589 2590 1 5400 40 0.025444056449
27628 2590 9466 1 5400 40 0.681047601131
16411 2590 2588 1 5400 40 0.059432654349
8400 2591 264 1 5400 40 0.193808618017
15243 2591 3359 1 5400 40 0.0365254734566
15250 2592 2601 1 950 20 0.0390874396506
17275 2593 6032 1 950 20 0.114740607973
7813 2593 4859 1 950 20 1.14457451267
7666 2594 9675 1 950 20 0.116693510064
15984 2594 4502 1 950 20 0.0716394028375
15253 2595 2592 1 950 20 0.00977085320158
11282 2595 3658 1 950 20 1.08714956621
7552 2598 4970 1 1900 30 0.0763138442071
1956 2598 2269 1 1900 30 0.0305789322563
12848 2599 348 1 950 20 0.0936854580126
11012 2599 9213 1 950 20 0.115817351157
15982 2600 2602 1 950 20 0.0429225096989
15988 2600 2604 1 5400 40 0.0234751527269
15251 2601 7120 1 950 20 0.05875054958
16173 2601 9665 1 950 20 0.343675877871
15983 2602 2594 1 950 20 0.0393178614659
23494 2603 2546 1 1900 30 0.515204554289
8407 2603 2222 1 1900 30 0.093991164617
8207 2604 7112 1 950 20 0.0273919338655
15989 2604 7341 1 5400 40 0.0210372337604
19078 2605 2571 1 1900 30 0.0689254128116
26986 2605 2124 1 1900 30 0.867899691581
608 2607 5118 1 5400 40 0.0111856584076
7984 2608 3897 1 5400 40 0.159172285869
28274 2608 5317 1 5400 40 0.0110745940436
26120 2609 9650 1 950 20 0.968377434719
16034 2609 1324 1 950 20 0.0780740242682
8443 2614 1808 1 5400 40 0.0225263943159
205 2614 1740 1 5400 40 0.0346342524914
5910 2615 3716 1 950 20 0.0110525704297
8439 2616 3106 1 5400 40 0.0273010325559
207 2616 1894 1 5400 40 0.0402877115493
19034 2617 8090 1 5400 40 0.193299172619
25266 2618 9361 1 950 20 0.0384244455323
11927 2618 4732 1 950 20 0.0496247093831
27000 2618 8199 1 950 20 0.93599784745
16977 2619 3268 1 950 20 0.0285962129868
13898 2619 10406 1 950 20 0.0436986797296
16008 2620 6124 1 5400 40 0.022763867702
26240 2621 5475 1 5400 40 0.00877990577481
1261 2621 29 1 5400 40 0.0284630456217
13790 2621 5438 1 5400 40 0.041471735484
8441 2623 3099 1 5400 40 0.02078668423
253 2623 3109 1 950 20 0.0525815927847
5030 2624 5930 1 1900 30 0.668944981796
21832 2624 6332 1 950 20 0.978832813421
21740 2624 8618 1 1900 30 0.265128715431
955 2625 2666 1 1900 30 0.0614628392773
8988 2625 9086 1 1900 30 0.245759421401
11032 2626 9434 1 5400 40 0.0920929101833
28950 2626 5829 1 5400 40 0.256489413002
9454 2627 2649 1 5400 40 0.0764669271919
18795 2627 5829 1 5400 40 0.0113203923115
1238 2628 5081 1 950 20 0.036680380629
17558 2628 6973 1 950 20 0.0356252208044
5921 2629 8284 1 5400 40 0.0818748763913
4774 2630 3027 1 5400 40 0.0699636184482
22234 2630 2727 1 5400 40 0.0441068448761
1049 2631 7776 1 6900 60 0.290314094016
8774 2631 3915 1 8100 40 0.551868817239
10178 2633 5515 1 1900 30 0.407709544119
5917 2634 8290 1 1900 30 0.43369081878
5933 2634 4204 1 5400 40 0.0290186229835
17821 2636 2639 1 1900 30 0.0775147396196
21594 2637 10640 1 1900 30 0.451981221766
4853 2637 2709 1 1900 30 0.659916758116
16120 2639 9056 1 1900 20 0.257816910124
7386 2639 9621 1 1900 30 0.18141187815
7163 2642 4398 1 950 20 0.040090376294
15891 2642 2870 1 950 20 0.0233040549771
9409 2643 4747 1 5400 40 0.019874295793
8015 2644 7160 1 5400 40 0.18468035536
6994 2644 8657 1 5400 40 0.172394170385
22868 2645 8657 1 5400 40 0.0636031853986
1508 2645 4587 1 5400 40 0.83934088137
23820 2647 5810 1 1900 30 0.0234002579811
9012 2647 2587 1 1900 30 0.0275095030563
7761 2647 7123 1 1900 30 0.0420875771756
9412 2648 2649 1 5400 40 0.0464326373008
9429 2648 2627 1 5400 40 0.0901123842377
9413 2649 4769 1 5400 40 0.0678656361234
5919 2650 603 1 5400 40 0.0250446616218
24050 2651 4587 1 5400 40 0.0162811051644
18337 2651 9187 1 5400 40 0.65466945209
64 2652 2969 1 6900 60 0.192840847348
14239 2653 8633 1 6900 60 0.642100160967
12286 2653 2509 1 1900 30 0.0367531908506
3602 2654 2655 1 6900 60 0.0187542623226
3616 2655 10024 1 6900 60 0.359079983378
18348 2656 4797 1 5400 40 0.0888044775125
12353 2658 2663 1 5400 40 0.0647408162408
7536 2659 1564 1 5400 40 1.16406233217
18346 2659 4804 1 5400 40 0.128906243556
12357 2660 999 1 5400 40 0.248282452571
6502 2661 2625 1 1900 30 0.0700693709484
26066 2662 3603 1 1900 30 1.49804007212
13574 2662 4771 1 1900 30 0.057410819097
12460 2663 8393 1 5400 40 0.100471657131
12352 2665 2660 1 5400 40 0.283665288217
913 2666 2730 1 1900 30 0.0920511360163
2201 2667 2669 1 5400 40 0.221030747331
8899 2668 2173 1 5400 40 1.0776261362
23728 2668 4837 1 5400 40 0.0147041706011
2203 2669 2670 1 5400 40 0.0396002716376
7431 2670 3484 1 1900 30 0.078053706148
2204 2670 2671 1 5400 40 0.0604105584169
2205 2671 2672 1 5400 40 0.121946023657
5658 2672 2675 1 5400 40 0.380087347295
23892 2673 3086 1 950 20 0.807812504471
4282 2674 136 1 1900 30 0.0427493441533
4281 2674 8849 1 1900 30 0.0425976791867
1994 2675 4875 1 5400 40 0.0430067132498
12290 2676 4888 1 1900 30 0.0336001485964
14996 2676 241 1 1900 30 0.233748251496
22434 2677 2272 1 5400 40 0.00383926638948
6274 2677 2290 1 5400 40 0.0196684172106
26440 2678 790 1 950 20 0.0679873171441
17487 2678 374 1 950 20 0.247162147022
17402 2679 2673 1 950 20 0.679086137777
13157 2680 5082 1 1900 30 0.0615379602106
7391 2680 9447 1 1900 30 0.838646803945
7394 2681 2842 1 1900 30 0.252270122295
3530 2682 2681 1 950 20 0.388237609118
3533 2682 8452 1 1900 30 0.153136400902
22708 2683 8412 1 5400 40 0.057123698525
4575 2683 9245 1 5400 40 0.186735271966
12543 2684 375 1 8100 40 0.363793654964
18175 2685 4456 1 5400 40 0.128863217047
18176 2685 304 1 5400 40 0.0434969670505
2078 2686 2104 1 1900 30 0.304770022135
2081 2686 10552 1 5400 40 0.494814014344
17994 2687 2724 1 5400 40 1.67969081725
2080 2687 2686 1 5400 40 0.11792472628
24222 2688 3140 1 950 20 0.46632525767
14942 2688 1238 1 950 20 0.0428869113249
8169 2689 7201 1 5400 40 0.0176641582597
26822 2690 6384 1 950 20 0.433933019732
9302 2690 2474 1 950 20 0.0300060391711
17470 2691 2521 1 1900 30 0.0133046094209
5451 2691 9266 1 950 20 0.0665510979044
6981 2692 5990 1 1900 30 0.541470426481
16510 2693 7356 1 950 20 0.0850117092768
6985 2693 4383 1 950 20 0.908524947819
28612 2694 9009 1 5400 40 0.0242186517376
18199 2694 3135 1 5400 40 0.797180506105
27700 2695 7356 1 950 20 0.0375407799579
493 2695 2693 1 950 20 0.0898527198121
16521 2695 6197 1 950 20 0.0218330929958
16519 2696 6197 1 950 20 0.0316451430019
16517 2696 2695 1 950 20 0.0269941535748
5453 2697 1755 1 950 20 0.02504957287
5454 2697 2699 1 950 20 0.0169038592257
27240 2698 6299 1 5400 40 0.709122713923
2019 2698 9453 1 1900 30 2.92419973273
9274 2698 2254 1 5400 40 2.64171234355
5455 2699 2542 1 950 20 0.0256522482051
11278 2700 9540 1 8100 40 0.168270447935
12478 2700 2996 1 8100 40 0.355255979366
19832 2701 8899 1 5400 40 0.0143424837071
17147 2701 3583 1 5400 40 1.63219679888
10634 2702 7465 1 1900 30 0.317253222289
1334 2702 995 1 1900 30 0.322339530842
14995 2703 2707 1 1900 30 0.528936352023
9773 2703 5990 1 1900 30 0.0295882325907
896 2704 2661 1 1900 30 0.0922163109713
17983 2705 8426 1 5400 40 0.125024450487
12518 2706 1001 1 950 20 0.198381618962
15306 2706 10815 1 5400 40 0.197596111874
6982 2707 4861 1 1900 30 0.431399840013
26490 2709 2733 1 1900 30 0.147966314332
6535 2710 4999 1 6900 60 0.214090977025
5725 2711 2712 1 1900 30 0.15204672947
1333 2712 2702 1 1900 30 0.130714777072
18400 2713 2714 1 6900 60 0.0500829340864
15183 2714 88 1 6900 60 0.0714205157624
10480 2715 9244 1 1900 30 0.0497391384863
16193 2715 4854 1 950 20 1.95417487903
12484 2716 6230 1 8100 40 0.488681857581
20344 2717 526 1 950 20 1.02700291066
16770 2718 3646 1 5400 40 0.0260979472213
27874 2718 2742 1 5400 40 0.116951374551
7956 2719 7585 1 5400 40 0.0622815049623
17986 2720 128 1 1900 30 0.105487313915
1221 2720 2721 1 1900 30 0.212523792286
19714 2721 2720 1 1900 30 0.212523792286
16178 2721 5370 1 1900 30 0.706427124038
18162 2722 4448 1 5400 40 0.16538564952
18169 2722 4454 1 5400 40 0.0322580499915
960 2724 3199 1 5400 40 0.0439827749376
28488 2724 2687 1 5400 40 1.67969081725
2057 2725 8995 1 5400 40 0.0359577494025
9189 2725 7588 1 950 20 0.107442613819
13884 2726 2892 1 5400 40 0.0364124125946
28584 2727 4453 1 5400 40 0.0855068866361
5909 2727 2630 1 5400 40 0.0441068448761
10374 2728 4291 1 1900 30 1.23299030831
18084 2728 7333 1 950 20 1.33313197191
21628 2728 6046 1 950 20 1.27585155631
914 2730 9452 1 1900 30 0.0183508686181
16196 2731 5050 1 5400 40 0.0258671427103
4673 2731 4547 1 5400 40 0.114814026457
27524 2731 2739 1 5400 40 0.0129672908948
217 2732 3230 1 5400 40 0.195405034289
4837 2733 585 1 1900 30 1.39827266852
14297 2733 2709 1 1900 30 0.147966314332
20558 2734 3494 1 950 20 2.78506611961
3238 2735 2505 1 950 20 0.19911730224
2742 2735 2763 1 950 20 0.0398800701291
1920 2736 2935 1 5400 40 0.195361127147
14898 2736 2743 1 1900 30 0.264210814375
221 2737 2732 1 5400 40 0.0510011899659
9114 2738 1389 1 1900 30 0.00898731618204
16198 2739 2731 1 5400 40 0.0129672908948
17537 2739 5205 1 1900 30 1.04285851429
28180 2739 7967 1 5400 40 0.0130452457803
2207 2740 6705 1 5400 40 0.171679908971
15513 2740 6116 1 5400 40 0.538614843588
26746 2741 1515 1 950 20 0.0631653411682
7945 2741 4662 1 950 20 0.69445333001
14819 2741 7046 1 950 20 0.151471378708
16776 2742 2718 1 5400 40 0.116951374551
17441 2742 8815 1 5400 40 0.0742980527122
16844 2743 2915 1 1900 30 0.0438625466561
14540 2743 9867 1 1900 30 0.033124916745
18831 2744 4377 1 8100 40 0.159542720621
2622 2745 1444 1 5400 40 0.0354770736826
2196 2745 807 1 5400 40 0.152773618375
20268 2746 10618 1 1900 30 1.12985394366
16085 2746 6173 1 5400 40 1.70091325467
27432 2746 6671 1 5400 40 0.239263057398
14473 2747 1101 1 6900 60 0.154415087112
12542 2748 782 1 8100 40 0.0628907961231
13867 2749 3107 1 5400 40 0.340333608942
7277 2749 6531 1 1900 30 0.129437369805
5355 2750 9438 1 5400 40 0.25904251998
13097 2751 6364 1 5400 40 0.769128169749
18992 2751 2341 1 5400 40 0.0238101493679
9430 2752 4769 1 5400 40 0.0998149450239
9428 2752 2643 1 5400 40 0.102019179196
24250 2752 2803 1 5400 40 0.0702283310537
28794 2753 10840 1 950 20 0.891898355009
18949 2753 10837 1 950 20 0.0459262299031
14862 2754 1458 1 1900 30 0.0376710009464
1434 2754 1485 1 1900 30 0.0611672843185
16912 2755 8344 1 1900 30 0.0451704270578
26678 2755 7554 1 1900 30 0.149087916826
14847 2756 1433 1 1900 30 0.011778920282
289 2756 950 1 1900 30 0.0304286368099
12608 2757 9484 1 1900 30 0.0294461348508
2270 2758 377 1 1900 30 0.782483194873
21354 2758 6669 1 1900 30 1.15522100056
28698 2758 8406 1 1900 30 0.87482498964
21244 2758 391 1 1900 30 0.255755269242
18816 2759 4312 1 1900 30 0.0213213998745
15949 2759 8265 1 950 20 0.0644602625463
25968 2760 10130 1 1900 30 0.106743501072
10511 2760 4611 1 1900 30 0.0452436921765
4220 2761 9946 1 1900 30 0.633098868145
26376 2761 2468 1 1900 30 1.55030702436
12369 2762 8364 1 6900 60 0.13862215067
2789 2763 2789 1 950 20 0.0927801574625
20478 2763 2735 1 950 20 0.0398800701291
15206 2764 3532 1 1900 30 0.0697563885616
22022 2765 10640 1 1900 30 0.0185636096554
11361 2765 7421 1 1900 30 0.445490478387
5586 2765 1799 1 1900 30 0.0322587482387
12933 2766 7491 1 1900 30 0.661487908995
15113 2766 6731 1 1900 30 0.330445034456
4108 2767 2891 1 5400 40 1.25227128979
28970 2768 7594 1 950 20 0.483477803815
18844 2768 5035 1 950 20 0.198367156995
18848 2768 7581 1 950 20 0.524589758591
11800 2769 10289 1 950 20 0.219432052297
15809 2769 9178 1 5400 40 0.192959756976
27280 2769 10053 1 5400 40 0.202845879113
14301 2770 3489 1 6900 60 0.0322424058266
24476 2771 7326 1 950 20 0.893659040133
5129 2772 9276 1 8100 40 0.0653218137595
4109 2773 3954 1 5400 40 0.12040010564
4981 2774 7497 1 8100 40 0.169907781672
4103 2777 3953 1 5400 40 0.123488676467
22594 2778 10870 1 950 20 0.842401591715
10625 2779 6961 1 5400 40 0.0165127507867
13497 2779 6956 1 5400 40 0.0279058302203
2574 2780 2802 1 5400 40 0.045323779792
20592 2780 2078 1 950 20 0.757444016593
1597 2781 7402 1 5400 40 0.0975071942287
13922 2781 5991 1 1900 30 0.117020480841
22476 2782 9154 1 950 20 0.461796051558
6032 2782 284 1 950 20 0.211254684018
11881 2783 5229 1 5400 40 0.0172513134299
16151 2783 6653 1 5400 40 0.00954437243714
27488 2783 6661 1 5400 40 0.0240537694095
2765 2784 9449 1 1900 30 0.0196633683671
7215 2785 2248 1 8100 40 1.07312287949
7415 2785 7796 1 6900 60 0.104148438469
26460 2786 9786 1 1900 30 0.0284481676491
13999 2786 203 1 1900 30 0.0501376439231
14253 2786 2787 1 1900 30 0.0386932634638
26458 2787 2786 1 1900 30 0.0386932634638
14251 2787 2788 1 1900 30 0.0269395493241
14249 2788 3209 1 1900 30 0.00836752354837
13992 2788 5427 1 1900 30 0.033205727075
26456 2788 2787 1 1900 30 0.0269395493241
2798 2789 2794 1 950 20 0.0124015515867
20500 2789 2763 1 950 20 0.0927801574625
12248 2792 1128 1 1900 30 0.556693924305
28386 2792 5230 1 1900 30 0.0482757191535
15413 2793 2937 1 1900 30 0.0234180856571
27090 2793 8526 1 1900 30 0.809254794708
28464 2794 2817 1 950 20 0.0614294521371
20506 2794 2789 1 950 20 0.0124015515867
16870 2794 2839 1 950 20 0.0694075174732
1589 2795 2796 1 5400 40 0.0293717674205
20462 2795 2813 1 5400 40 1.42121496438
19920 2795 2798 1 5400 40 0.0250073929688
1587 2796 2801 1 5400 40 0.0452705790277
19918 2796 2795 1 5400 40 0.0293717674205
20650 2796 3518 1 1900 30 0.363014338564
16670 2797 2070 1 6900 60 0.0369939853075
19912 2798 2800 1 5400 40 0.00970795486553
1591 2798 2795 1 5400 40 0.0250073929688
8278 2799 9416 1 950 20 0.132470243233
23460 2799 2840 1 950 20 0.0381294467721
5021 2799 5725 1 950 20 0.0420435654049
19914 2800 2801 1 5400 40 0.036254948292
20714 2800 4043 1 1900 30 0.86158364709
1583 2800 2798 1 5400 40 0.00970795486553
1585 2801 2800 1 5400 40 0.036254948292
19916 2801 2796 1 5400 40 0.0452705790277
1581 2801 4045 1 5400 40 0.30447157809
2575 2802 2873 1 5400 40 0.0452694577613
20630 2802 2409 1 5400 40 0.357279741522
9900 2803 2752 1 5400 40 0.0702283310537
17735 2803 954 1 1900 30 0.216637473802
24252 2803 9157 1 5400 40 0.0517322896429
15774 2804 3219 1 6900 60 0.128043464187
5168 2805 9231 1 1900 30 0.289553155576
23890 2806 263 1 5400 40 0.445751327631
13358 2806 2919 1 5400 40 0.0621014226534
24158 2807 2882 1 1900 30 0.0406623621733
10105 2807 2181 1 1900 30 0.0226948390501
25914 2808 4304 1 950 20 0.152285335455
11089 2808 1130 1 950 20 0.501381341362
4861 2809 697 1 1900 30 0.0511048788204
21716 2809 1146 1 1900 30 0.103867277171
15481 2809 902 1 5400 40 0.178163914234
15409 2810 8050 1 5400 40 2.01092989794
10153 2810 2188 1 5400 40 0.206238153056
5614 2811 9553 1 1900 30 0.0494313189037
5617 2811 9565 1 1900 30 0.128382448686
26132 2812 3963 1 950 20 0.611554509449
13639 2812 1669 1 950 20 0.0869890016156
2711 2813 2795 1 5400 40 1.42121496438
2573 2813 2780 1 5400 40 0.0342721211323
27382 2814 2816 1 1900 30 0.313261489156
651 2814 2833 1 1900 30 0.475208843442
13939 2815 1666 1 950 20 0.0591116069411
13641 2815 3956 1 950 20 0.0991663760015
28808 2816 7549 1 1900 30 0.444842302533
16017 2816 2814 1 1900 30 0.313261489156
17953 2817 2794 1 950 20 0.0614294521371
2504 2817 2839 1 950 20 0.0286530289548
8420 2818 2938 1 1900 30 0.00860260848166
28440 2820 9837 1 1900 30 0.228767211138
5607 2820 5270 1 1900 30 0.607644271804
8868 2821 1368 1 8100 40 0.191894169687
25200 2821 8420 1 8100 40 0.156927650271
9876 2822 1835 1 1900 30 0.0293757594963
15634 2822 6117 1 1900 30 0.0270111597312
27212 2822 2861 1 1900 30 0.0430700608102
17382 2823 9086 1 950 20 1.86536983209
23464 2823 9431 1 950 20 3.70879382723
12997 2824 7210 1 1900 30 0.104028327685
18538 2824 7868 1 1900 30 0.105486994752
2503 2825 2817 1 950 20 0.0382543208618
18138 2826 7357 1 1900 30 0.0964884091135
13824 2826 5422 1 950 20 0.295449613233
18517 2827 6418 1 1900 30 0.0274355660638
4485 2827 8100 1 1900 30 0.0405746203048
18822 2828 8548 1 8100 40 0.0325450512432
19938 2829 473 1 1900 30 0.262094239689
1661 2829 5435 1 1900 30 0.909526631129
28244 2829 7425 1 1900 30 0.893277724618
21380 2830 2832 1 950 20 0.340037080404
4412 2830 8707 1 1900 30 0.0248652417394
5295 2831 4330 1 950 20 0.203931743137
15873 2831 9084 1 1900 30 0.101952914419
17933 2832 9379 1 950 20 0.418345646993
4469 2832 2830 1 950 20 0.340037080404
2243 2833 2809 1 1900 20 0.314272972337
7936 2833 697 1 1900 30 0.155943015319
22564 2834 2531 1 5400 40 0.00905519439685
4458 2834 919 1 5400 40 0.113913136435
12399 2835 4 1 8100 40 0.332906132427
80 2836 9040 1 6900 60 0.684690532767
6819 2836 7795 1 6900 60 0.0817756643156
13566 2837 875 1 1900 20 0.0460888517662
16476 2837 2838 1 1900 20 0.0323300074217
16477 2838 7609 1 1900 20 0.0354802974418
9579 2838 6106 1 5400 40 0.0222492961725
24086 2838 875 1 5400 40 0.0208663056446
2505 2839 2867 1 950 20 0.0381945644903
23462 2840 3670 1 950 20 0.0247217546265
8280 2840 2799 1 950 20 0.0381294467721
18033 2841 7305 1 1900 30 0.0156173876583
3528 2842 9814 1 1900 30 0.0250529266947
19164 2843 1482 1 5400 40 0.150746304845
28994 2843 6787 1 5400 40 0.024726766155
27078 2844 3042 1 5400 40 0.0491464917415
15401 2844 110 1 5400 40 0.787566401249
6560 2845 8036 1 1900 30 0.101656726283
6562 2846 2847 1 1900 30 0.175091798304
16068 2847 6367 1 1900 30 0.670236517301
18798 2848 8566 1 8100 40 0.0324556356013
2394 2849 6550 1 5400 40 0.0830029238477
27972 2850 9560 1 950 20 1.08814602826
6899 2850 9842 1 950 20 0.739302894325
22834 2850 6138 1 950 20 0.580961398878
13057 2851 5815 1 5400 40 0.356088076553
6641 2852 3134 1 950 20 0.423405737438
13058 2853 8292 1 5400 40 0.0895327409268
13059 2854 2853 1 5400 40 0.412570626993
13061 2855 707 1 5400 40 0.931280282034
13063 2856 2854 1 5400 40 0.017332131978
18825 2857 8088 1 5400 40 0.0119067395497
2502 2858 2825 1 950 20 0.0382707609446
24338 2859 2937 1 1900 30 1.31428410116
